ID_Odontologo,Nombre_Odontologo,Especialidad,Telefono,Correo_Electronico,ID_Sede
679,Mary Hamilton,Periodoncia,3243080977,mary.hamilton@sonrisalud.com,23
680,Tracy Little,Endodoncia,3756527332,tracy.little@sonrisalud.com,26
681,Angela Marshall,Endodoncia,3836447584,angela.marshall@sonrisalud.com,27
682,Troy Gilbert,Endodoncia,3729025728,troy.gilbert@sonrisalud.com,11
683,James Walls,Endodoncia,3724855843,james.walls@sonrisalud.com,8
684,Crystal French,Endodoncia,3507576540,crystal.french@sonrisalud.com,3
685,Christy Payne,Periodoncia,3118140388,christy.payne@sonrisalud.com,8
686,Kayla Love,Endodoncia,3599431783,kayla.love@sonrisalud.com,31
687,Ashley Sheppard,Odontologia General,3978259791,ashley.sheppard@sonrisalud.com,26
688,Samuel Hall,Odontologia General,3722816047,samuel.hall@sonrisalud.com,5
689,David Alexander,Ortodoncia,3384910455,david.alexander@sonrisalud.com,3
690,Timothy Cook,Periodoncia,3389029575,timothy.cook@sonrisalud.com,18
691,Jerry Washington,Endodoncia,3689500039,jerry.washington@sonrisalud.com,31
692,Edward Harrison,Ortodoncia,3831926069,edward.harrison@sonrisalud.com,17
693,Ashley Bennett,Periodoncia,379708108,ashley.bennett@sonrisalud.com,28
694,Sharon Merritt,Endodoncia,3641728262,sharon.merritt@sonrisalud.com,15
695,Jessica Randall,Periodoncia,3147555256,jessica.randall@sonrisalud.com,16
696,Curtis Pena,Periodoncia,3217376370,curtis.pena@sonrisalud.com,7
697,Kelly Hansen,Endodoncia,3369873726,kelly.hansen@sonrisalud.com,22
698,Charles Davies,Odontologia General,3312345975,charles.davies@sonrisalud.com,13
699,Zachary Foster,Endodoncia,3179574260,zachary.foster@sonrisalud.com,22
700,Diana Vang,Periodoncia,3869049036,diana.vang@sonrisalud.com,10
701,Jeffrey Mcclure,Periodoncia,3474864206,jeffrey.mcclure@sonrisalud.com,17
702,Joanna Osborne,Ortodoncia,3276915438,joanna.osborne@sonrisalud.com,3
703,Steven Dorsey,Periodoncia,3932138830,steven.dorsey@sonrisalud.com,8
704,Brian Cisneros PhD,Endodoncia,3285413886,brian.cisneros.phd@sonrisalud.com,15
705,Raymond Mccann,Odontologia General,3722395244,raymond.mccann@sonrisalud.com,17
706,Mark Aguilar,Odontologia General,3587593162,mark.aguilar@sonrisalud.com,4
707,Amber Buchanan,Ortodoncia,3618660558,amber.buchanan@sonrisalud.com,17
708,Charles Newman,Periodoncia,3688198027,charles.newman@sonrisalud.com,20
709,Brendan Castillo,Ortodoncia,3217701502,brendan.castillo@sonrisalud.com,22
710,Gloria Davidson,Ortodoncia,3786682565,gloria.davidson@sonrisalud.com,13
711,Donna Robertson,Odontologia General,3378309939,donna.robertson@sonrisalud.com,17
712,Deborah Floyd,Periodoncia,3465676591,deborah.floyd@sonrisalud.com,8
713,Vanessa Pearson,Odontologia General,353822172,vanessa.pearson@sonrisalud.com,3
714,Kathy Mathis,Ortodoncia,3907720502,kathy.mathis@sonrisalud.com,2
715,Scott Smith,Ortodoncia,3307413549,scott.smith@sonrisalud.com,29
716,Steven Cooper,Ortodoncia,3643404336,steven.cooper@sonrisalud.com,8
717,Marisa Russell,Periodoncia,3304607283,marisa.russell@sonrisalud.com,5
718,Alfred Orr,Periodoncia,3421392787,alfred.orr@sonrisalud.com,23
719,Sherry Nelson,Endodoncia,3166659508,sherry.nelson@sonrisalud.com,19
720,Stacy Campbell,Endodoncia,3641540068,stacy.campbell@sonrisalud.com,6
721,Alan Chapman,Ortodoncia,3378009489,alan.chapman@sonrisalud.com,4
722,Michael Wheeler,Endodoncia,3853804852,michael.wheeler@sonrisalud.com,28
723,Anthony Delgado,Ortodoncia,3115774217,anthony.delgado@sonrisalud.com,7
724,Justin Herrera,Odontologia General,3982227531,justin.herrera@sonrisalud.com,30
725,Kim Woods,Ortodoncia,3396436846,kim.woods@sonrisalud.com,5
726,Travis Myers,Ortodoncia,3235267165,travis.myers@sonrisalud.com,23
727,Dr. Christopher Hunter,Periodoncia,3276430993,dr..christopher.hunter@sonrisalud.com,8
728,George Robertson,Endodoncia,3188910451,george.robertson@sonrisalud.com,1
729,Ashlee Allen,Endodoncia,3665901952,ashlee.allen@sonrisalud.com,13
730,Theresa Porter,Endodoncia,3627431969,theresa.porter@sonrisalud.com,13
731,Scott Hopkins,Ortodoncia,3222359030,scott.hopkins@sonrisalud.com,7
732,Brian Huang,Odontologia General,3547213947,brian.huang@sonrisalud.com,20
733,John Frank,Endodoncia,3414656746,john.frank@sonrisalud.com,5
734,Diane Flores,Endodoncia,3804790177,diane.flores@sonrisalud.com,2
735,Patricia Jordan,Periodoncia,3368696388,patricia.jordan@sonrisalud.com,12
736,Joseph Hughes,Odontologia General,347925518,joseph.hughes@sonrisalud.com,15
737,Barbara Jones,Odontologia General,3591901524,barbara.jones@sonrisalud.com,15
738,Laura Pearson,Odontologia General,3919974488,laura.pearson@sonrisalud.com,4
739,Brenda Gonzalez,Ortodoncia,3565319530,brenda.gonzalez@sonrisalud.com,8
740,Emily Ritter,Odontologia General,3827070918,emily.ritter@sonrisalud.com,23
741,Christian Burke,Endodoncia,3701234599,christian.burke@sonrisalud.com,2
742,Daniel Love,Ortodoncia,3114408739,daniel.love@sonrisalud.com,13
743,Lindsey Mejia,Ortodoncia,3176686912,lindsey.mejia@sonrisalud.com,18
744,Glenn Nguyen,Odontologia General,3646759095,glenn.nguyen@sonrisalud.com,5
745,David Nunez PhD,Endodoncia,3451412526,david.nunez.phd@sonrisalud.com,19
746,Monica Walker,Ortodoncia,3753419088,monica.walker@sonrisalud.com,9
747,Patrick Perry,Periodoncia,3609848782,patrick.perry@sonrisalud.com,4
748,David Copeland,Periodoncia,3997349797,david.copeland@sonrisalud.com,15
749,Lisa Torres,Ortodoncia,3411456410,lisa.torres@sonrisalud.com,27
750,Aaron Hutchinson,Ortodoncia,368933227,aaron.hutchinson@sonrisalud.com,19
751,Thomas Williams,Endodoncia,325222482,thomas.williams@sonrisalud.com,8
752,Dean Mcgrath,Ortodoncia,3308338426,dean.mcgrath@sonrisalud.com,22
753,Nicole Thompson,Periodoncia,3316248933,nicole.thompson@sonrisalud.com,8
754,Shannon Wilson,Periodoncia,325502516,shannon.wilson@sonrisalud.com,21
755,Tonya Delgado,Odontologia General,3448798815,tonya.delgado@sonrisalud.com,4
756,Timothy Mccarty,Periodoncia,3831303020,timothy.mccarty@sonrisalud.com,31
757,Elizabeth Kennedy,Odontologia General,3756051876,elizabeth.kennedy@sonrisalud.com,3
758,John Rios,Odontologia General,3822809805,john.rios@sonrisalud.com,23
759,Rhonda Marquez,Endodoncia,3421736457,rhonda.marquez@sonrisalud.com,7
760,Blake Powell,Endodoncia,37553092,blake.powell@sonrisalud.com,3
761,Christina Torres,Ortodoncia,341781442,christina.torres@sonrisalud.com,30
762,Dr. Jeffrey Taylor,Periodoncia,3592528002,dr..jeffrey.taylor@sonrisalud.com,11
763,Tracy Lawrence,Ortodoncia,3807045849,tracy.lawrence@sonrisalud.com,14
764,John Banks,Periodoncia,3416993626,john.banks@sonrisalud.com,20
765,Justin Greene,Periodoncia,3199598782,justin.greene@sonrisalud.com,23
766,Henry Reilly,Ortodoncia,374893692,henry.reilly@sonrisalud.com,11
767,Charles Cobb,Endodoncia,376780553,charles.cobb@sonrisalud.com,25
768,Matthew Thomas,Ortodoncia,3694746323,matthew.thomas@sonrisalud.com,19
769,Linda Diaz,Periodoncia,3219289333,linda.diaz@sonrisalud.com,29
770,Alan Bailey,Ortodoncia,3573376703,alan.bailey@sonrisalud.com,18
771,Victor Edwards,Periodoncia,3894079884,victor.edwards@sonrisalud.com,29
772,Sean Ruiz,Periodoncia,3858287218,sean.ruiz@sonrisalud.com,12
773,Timothy Alvarado,Endodoncia,329117003,timothy.alvarado@sonrisalud.com,26
774,Shannon Griffin,Ortodoncia,3399095620,shannon.griffin@sonrisalud.com,22
775,Megan Mcclain,Ortodoncia,35234528,megan.mcclain@sonrisalud.com,24
776,Sergio Smith,Periodoncia,3233452590,sergio.smith@sonrisalud.com,15
777,Nicole Cannon,Odontologia General,3721014872,nicole.cannon@sonrisalud.com,9
778,Christine Stewart,Periodoncia,321746524,christine.stewart@sonrisalud.com,14
779,Andrew Hernandez,Odontologia General,3996259378,andrew.hernandez@sonrisalud.com,29
780,Crystal Hoffman,Ortodoncia,3841613516,crystal.hoffman@sonrisalud.com,8
781,Patricia Fisher,Odontologia General,3199940363,patricia.fisher@sonrisalud.com,3
782,Barbara Horn,Odontologia General,3942202921,barbara.horn@sonrisalud.com,15
783,Carmen Downs,Periodoncia,3435294972,carmen.downs@sonrisalud.com,25
784,Nathan Stephens,Periodoncia,3507606016,nathan.stephens@sonrisalud.com,17
785,Martin Rodriguez,Endodoncia,3193410953,martin.rodriguez@sonrisalud.com,8
786,Keith Estes,Ortodoncia,3291782642,keith.estes@sonrisalud.com,10
787,Christie Daniels,Odontologia General,3695278604,christie.daniels@sonrisalud.com,26
788,Tiffany Daniel,Ortodoncia,3786021065,tiffany.daniel@sonrisalud.com,13
789,Stephanie Williams,Odontologia General,3497783665,stephanie.williams@sonrisalud.com,16
790,Bethany Terrell,Ortodoncia,3212654347,bethany.terrell@sonrisalud.com,19
791,Sean Love,Ortodoncia,3375509465,sean.love@sonrisalud.com,9
792,Susan Gonzalez,Ortodoncia,3415978373,susan.gonzalez@sonrisalud.com,25
793,Austin Cruz,Ortodoncia,3965023715,austin.cruz@sonrisalud.com,16
794,Joshua Rojas,Endodoncia,3136794575,joshua.rojas@sonrisalud.com,28
795,Roger Clark,Endodoncia,3227761799,roger.clark@sonrisalud.com,6
796,Abigail Ward,Endodoncia,325210603,abigail.ward@sonrisalud.com,3
797,Dr. Michael Stewart,Endodoncia,3263334120,dr..michael.stewart@sonrisalud.com,25
798,Michael Robinson,Periodoncia,3971419947,michael.robinson@sonrisalud.com,16
799,Kristen Miles,Ortodoncia,3121091661,kristen.miles@sonrisalud.com,12
800,Derek Choi,Odontologia General,3261553145,derek.choi@sonrisalud.com,21
801,Gregory Ochoa,Ortodoncia,3157744211,gregory.ochoa@sonrisalud.com,3
802,Michael Perez,Endodoncia,3837277158,michael.perez@sonrisalud.com,25
803,James Morales,Odontologia General,3136431134,james.morales@sonrisalud.com,27
804,Grace Smith,Endodoncia,3553612338,grace.smith@sonrisalud.com,11
805,Johnny Johnson,Periodoncia,3457492830,johnny.johnson@sonrisalud.com,9
806,Jeffrey Barry,Ortodoncia,3884133584,jeffrey.barry@sonrisalud.com,18
807,Tiffany Perry,Odontologia General,3629249022,tiffany.perry@sonrisalud.com,30
808,Brian Miller,Ortodoncia,3214703862,brian.miller@sonrisalud.com,24
809,Steven Jones,Endodoncia,3633356346,steven.jones@sonrisalud.com,15
810,Jose Wagner,Ortodoncia,3586034901,jose.wagner@sonrisalud.com,30
811,Kara Norris,Odontologia General,3549500050,kara.norris@sonrisalud.com,20
812,Manuel Hall,Odontologia General,3443026809,manuel.hall@sonrisalud.com,2
813,Brian Morris,Periodoncia,3863684549,brian.morris@sonrisalud.com,2
814,Jeffrey Nelson,Periodoncia,3177923550,jeffrey.nelson@sonrisalud.com,22
815,Jeremy Martinez,Endodoncia,3301689975,jeremy.martinez@sonrisalud.com,15
816,Carlos Thompson,Endodoncia,3448963825,carlos.thompson@sonrisalud.com,3
817,Richard Lopez,Endodoncia,3836526648,richard.lopez@sonrisalud.com,22
818,Crystal Walker,Endodoncia,3323978669,crystal.walker@sonrisalud.com,20
819,Arthur Williams MD,Periodoncia,385483227,arthur.williams.md@sonrisalud.com,22
820,Nicole Schultz,Endodoncia,3823168036,nicole.schultz@sonrisalud.com,31
821,Adrienne Wright,Periodoncia,3328238157,adrienne.wright@sonrisalud.com,3
822,Brian Mcgrath,Ortodoncia,3173912772,brian.mcgrath@sonrisalud.com,14
823,Sheila Johnson,Ortodoncia,3778029324,sheila.johnson@sonrisalud.com,1
824,Amy Walter,Periodoncia,3883390011,amy.walter@sonrisalud.com,8
825,Matthew Hamilton,Periodoncia,3325438919,matthew.hamilton@sonrisalud.com,3
826,Yolanda Brown,Ortodoncia,3289851668,yolanda.brown@sonrisalud.com,9
827,Victoria Rhodes,Ortodoncia,3776131835,victoria.rhodes@sonrisalud.com,4
828,Chelsea White,Periodoncia,3946646992,chelsea.white@sonrisalud.com,6
829,Angie Taylor,Periodoncia,3485422383,angie.taylor@sonrisalud.com,8
830,Omar Wolfe,Endodoncia,3658183859,omar.wolfe@sonrisalud.com,20
831,Shari Underwood,Endodoncia,3815996539,shari.underwood@sonrisalud.com,14
832,Amber Moore,Endodoncia,3585157639,amber.moore@sonrisalud.com,18
833,Allen Patel,Endodoncia,33240163,allen.patel@sonrisalud.com,25
834,Marilyn Hood,Ortodoncia,3335348793,marilyn.hood@sonrisalud.com,14
835,Traci Daugherty,Ortodoncia,3732369604,traci.daugherty@sonrisalud.com,21
836,Barbara Mitchell,Ortodoncia,3405828508,barbara.mitchell@sonrisalud.com,20
837,Megan Craig,Endodoncia,3911498575,megan.craig@sonrisalud.com,21
838,Kimberly Richardson,Odontologia General,3114459526,kimberly.richardson@sonrisalud.com,13
839,Adam Powell,Endodoncia,3981147407,adam.powell@sonrisalud.com,22
840,Daniel Jensen DDS,Periodoncia,32331494,daniel.jensen.dds@sonrisalud.com,3
841,Michele Hernandez,Odontologia General,3667050612,michele.hernandez@sonrisalud.com,10
842,Jennifer Conley,Odontologia General,3736363742,jennifer.conley@sonrisalud.com,22
843,Robert Cabrera,Odontologia General,3228054494,robert.cabrera@sonrisalud.com,14
844,Ryan Skinner,Endodoncia,3671246638,ryan.skinner@sonrisalud.com,3
845,Dawn Moore,Periodoncia,3125357182,dawn.moore@sonrisalud.com,16
846,Jacob Jones,Ortodoncia,3195744590,jacob.jones@sonrisalud.com,10
847,Pam Griffin,Odontologia General,3301268331,pam.griffin@sonrisalud.com,5
848,Sean Gutierrez,Periodoncia,3868108979,sean.gutierrez@sonrisalud.com,2
849,Marie Brown,Odontologia General,3932778193,marie.brown@sonrisalud.com,27
850,Vickie Hughes,Endodoncia,3161708824,vickie.hughes@sonrisalud.com,21
851,Hannah Haynes,Endodoncia,3346876576,hannah.haynes@sonrisalud.com,16
852,Hannah Robertson,Periodoncia,3483995398,hannah.robertson@sonrisalud.com,6
853,Amanda Mcintyre,Ortodoncia,3609602705,amanda.mcintyre@sonrisalud.com,31
854,Dustin Hernandez,Endodoncia,3166063704,dustin.hernandez@sonrisalud.com,1
855,Cassandra Berger,Odontologia General,3214951719,cassandra.berger@sonrisalud.com,30
856,Ann Walsh,Endodoncia,322441773,ann.walsh@sonrisalud.com,13
857,Kari Velasquez,Endodoncia,3914905783,kari.velasquez@sonrisalud.com,5
858,James Conley,Odontologia General,3245183311,james.conley@sonrisalud.com,25
859,Christopher Wilkerson,Odontologia General,3724456036,christopher.wilkerson@sonrisalud.com,5
860,Ashley Blair,Odontologia General,3336234691,ashley.blair@sonrisalud.com,24
861,Ruth Duncan,Periodoncia,3337488868,ruth.duncan@sonrisalud.com,3
862,Mary Allen,Periodoncia,3667812377,mary.allen@sonrisalud.com,16
863,Karen White,Endodoncia,3449476486,karen.white@sonrisalud.com,3
864,Margaret Harris,Endodoncia,3991632400,margaret.harris@sonrisalud.com,5
865,Mr. Jacob Ferguson,Periodoncia,3796955543,mr..jacob.ferguson@sonrisalud.com,14
866,Robert Melendez,Ortodoncia,3598777475,robert.melendez@sonrisalud.com,26
867,Mike Perkins,Odontologia General,3833963417,mike.perkins@sonrisalud.com,30
868,April Stevenson,Periodoncia,3206633718,april.stevenson@sonrisalud.com,3
869,Brittany Espinoza,Endodoncia,3257543636,brittany.espinoza@sonrisalud.com,11
870,Rachel Baker,Endodoncia,3373243407,rachel.baker@sonrisalud.com,8
871,Yolanda Durham,Ortodoncia,3641324805,yolanda.durham@sonrisalud.com,27
872,Barbara Silva,Endodoncia,3902490985,barbara.silva@sonrisalud.com,16
873,Philip Jones,Periodoncia,3181470078,philip.jones@sonrisalud.com,24
874,Alyssa Olson,Odontologia General,3805481499,alyssa.olson@sonrisalud.com,17
875,Melinda Jones,Odontologia General,3119867890,melinda.jones@sonrisalud.com,26
876,Pamela Roberts,Ortodoncia,3632520581,pamela.roberts@sonrisalud.com,9
877,Crystal Brown,Ortodoncia,3239450266,crystal.brown@sonrisalud.com,6
878,Beth Zhang,Periodoncia,3785779167,beth.zhang@sonrisalud.com,26
879,Andrew Riddle,Periodoncia,3598156760,andrew.riddle@sonrisalud.com,30
880,Ryan Davidson,Ortodoncia,3324630682,ryan.davidson@sonrisalud.com,25
881,Francisco Ortiz,Endodoncia,3896749741,francisco.ortiz@sonrisalud.com,3
882,Timothy Thompson,Odontologia General,3523995919,timothy.thompson@sonrisalud.com,3
883,Martha Dunn,Odontologia General,3446258518,martha.dunn@sonrisalud.com,2
884,Thomas Mcdaniel,Periodoncia,3485226863,thomas.mcdaniel@sonrisalud.com,17
885,Rebecca Donovan,Odontologia General,3991657814,rebecca.donovan@sonrisalud.com,14
886,David Johnson,Endodoncia,3487444162,david.johnson@sonrisalud.com,20
887,Colleen Harris,Periodoncia,3631507984,colleen.harris@sonrisalud.com,12
888,Jennifer Hill,Odontologia General,3376841185,jennifer.hill@sonrisalud.com,31
889,Kevin Hoffman,Periodoncia,3178654791,kevin.hoffman@sonrisalud.com,10
890,Andrew Bautista,Ortodoncia,3498512613,andrew.bautista@sonrisalud.com,25
891,James Anderson,Endodoncia,3779550738,james.anderson@sonrisalud.com,2
892,Thomas Harris,Endodoncia,3343377636,thomas.harris@sonrisalud.com,3
893,Jeffrey Fox,Endodoncia,3147667937,jeffrey.fox@sonrisalud.com,3
894,Brandon Blake,Periodoncia,3354606579,brandon.blake@sonrisalud.com,23
895,Amanda Greene,Odontologia General,3746669586,amanda.greene@sonrisalud.com,7
896,Timothy Jones,Ortodoncia,3406258955,timothy.jones@sonrisalud.com,31
897,Leonard Wood,Odontologia General,3327972169,leonard.wood@sonrisalud.com,22
898,David Wheeler,Periodoncia,3304349593,david.wheeler@sonrisalud.com,5
899,Thomas Pittman,Periodoncia,3136495495,thomas.pittman@sonrisalud.com,3
900,Geoffrey Wilkinson,Endodoncia,3833605669,geoffrey.wilkinson@sonrisalud.com,14
901,Robert Adams,Endodoncia,3963478370,robert.adams@sonrisalud.com,17
902,Sara Hall,Odontologia General,375346422,sara.hall@sonrisalud.com,1
903,Douglas Smith,Odontologia General,3262915824,douglas.smith@sonrisalud.com,1
904,Madison Graham,Endodoncia,3425134763,madison.graham@sonrisalud.com,17
905,Phillip Guerra,Odontologia General,3585860369,phillip.guerra@sonrisalud.com,29
906,Paula Brown,Periodoncia,3377839893,paula.brown@sonrisalud.com,19
907,Robert Russell,Odontologia General,3841726512,robert.russell@sonrisalud.com,1
908,Victoria Russell,Periodoncia,3819971850,victoria.russell@sonrisalud.com,18
909,Anthony Coleman,Periodoncia,3971823693,anthony.coleman@sonrisalud.com,30
910,Brenda Johnson,Ortodoncia,3534648619,brenda.johnson@sonrisalud.com,20
911,Charles West,Periodoncia,3435022883,charles.west@sonrisalud.com,12
912,Ryan Rangel,Endodoncia,3764041599,ryan.rangel@sonrisalud.com,3
913,Brian Larson,Odontologia General,3945371758,brian.larson@sonrisalud.com,8
914,Peter Miller,Ortodoncia,3938354531,peter.miller@sonrisalud.com,18
915,Courtney Meyer,Periodoncia,3636798043,courtney.meyer@sonrisalud.com,24
916,Tammy Harper,Ortodoncia,3849607279,tammy.harper@sonrisalud.com,12
917,Matthew Ellis,Periodoncia,3388979688,matthew.ellis@sonrisalud.com,30
918,Christine Mercado,Periodoncia,3745046433,christine.mercado@sonrisalud.com,10
919,Kenneth Greene,Endodoncia,3471647507,kenneth.greene@sonrisalud.com,30
920,Matthew Hunt,Endodoncia,3439388994,matthew.hunt@sonrisalud.com,11
921,Ms. Adriana Williams,Periodoncia,3931508202,ms..adriana.williams@sonrisalud.com,14
922,Frederick Delgado,Periodoncia,3385162035,frederick.delgado@sonrisalud.com,26
923,Sean Hicks,Periodoncia,3574381458,sean.hicks@sonrisalud.com,18
924,Bryan Smith,Odontologia General,3257904293,bryan.smith@sonrisalud.com,3
925,Danielle Moore,Ortodoncia,3703273903,danielle.moore@sonrisalud.com,7
926,Marilyn Jefferson,Odontologia General,3775015578,marilyn.jefferson@sonrisalud.com,26
927,Jonathan Conley,Ortodoncia,3292314606,jonathan.conley@sonrisalud.com,12
928,Rebecca Fry,Periodoncia,3629563006,rebecca.fry@sonrisalud.com,29
929,James Mueller,Endodoncia,3503035884,james.mueller@sonrisalud.com,5
930,Antonio Mitchell,Odontologia General,3522976618,antonio.mitchell@sonrisalud.com,20
931,Timothy Long,Ortodoncia,3107594194,timothy.long@sonrisalud.com,17
932,Scott Chavez,Endodoncia,3319678355,scott.chavez@sonrisalud.com,10
933,Amy Barnes,Odontologia General,3212181071,amy.barnes@sonrisalud.com,27
934,Heather Hanna,Odontologia General,3617207852,heather.hanna@sonrisalud.com,30
935,Teresa Robinson,Odontologia General,310642925,teresa.robinson@sonrisalud.com,12
936,Lisa Callahan,Periodoncia,3115415839,lisa.callahan@sonrisalud.com,12
937,Anna Anderson,Ortodoncia,39679186,anna.anderson@sonrisalud.com,15
938,James Davis,Endodoncia,3985787230,james.davis@sonrisalud.com,19
939,Deborah Rowe,Endodoncia,3236444909,deborah.rowe@sonrisalud.com,19
940,Christopher Fuentes,Endodoncia,318777026,christopher.fuentes@sonrisalud.com,19
941,Jennifer Silva,Periodoncia,3688738991,jennifer.silva@sonrisalud.com,21
942,Steven Smith,Odontologia General,3972254614,steven.smith@sonrisalud.com,21
943,Sean Buchanan,Odontologia General,3553171264,sean.buchanan@sonrisalud.com,10
944,Shane Carpenter,Odontologia General,3123842222,shane.carpenter@sonrisalud.com,14
945,Pamela Le,Endodoncia,337377643,pamela.le@sonrisalud.com,10
946,Ellen Walker,Ortodoncia,356636854,ellen.walker@sonrisalud.com,24
947,Evelyn Anderson,Periodoncia,378825153,evelyn.anderson@sonrisalud.com,3
948,Michael Davis,Ortodoncia,393341211,michael.davis@sonrisalud.com,3
949,Stephanie Moore,Ortodoncia,3637464356,stephanie.moore@sonrisalud.com,24
950,Jennifer Hernandez,Ortodoncia,3804250244,jennifer.hernandez@sonrisalud.com,30
951,Vanessa Robbins,Endodoncia,336166104,vanessa.robbins@sonrisalud.com,19
952,Jacob Thomas,Odontologia General,3941704160,jacob.thomas@sonrisalud.com,17
953,Dylan Aguilar,Endodoncia,3631770168,dylan.aguilar@sonrisalud.com,7
954,Tammy Dixon,Periodoncia,3241792809,tammy.dixon@sonrisalud.com,31
955,Jason Allen,Endodoncia,3873361238,jason.allen@sonrisalud.com,16
956,Tracy Pollard,Endodoncia,3556884568,tracy.pollard@sonrisalud.com,18
957,Renee Hernandez,Endodoncia,3159206242,renee.hernandez@sonrisalud.com,31
958,Brandy Patterson,Endodoncia,3988074202,brandy.patterson@sonrisalud.com,21
959,Jacqueline Brown,Endodoncia,310223899,jacqueline.brown@sonrisalud.com,5
960,Alexis West,Ortodoncia,3838299690,alexis.west@sonrisalud.com,9
961,Alexander Jones,Ortodoncia,3751269100,alexander.jones@sonrisalud.com,6
962,Krystal Jackson,Periodoncia,3923888226,krystal.jackson@sonrisalud.com,29
963,Michael Torres,Periodoncia,3437799281,michael.torres@sonrisalud.com,3
964,Evan Rice,Ortodoncia,332671769,evan.rice@sonrisalud.com,18
965,Diane Murray,Periodoncia,3965256354,diane.murray@sonrisalud.com,27
966,Kyle Roth,Ortodoncia,322779891,kyle.roth@sonrisalud.com,1
967,Charlene Nguyen,Endodoncia,3942870721,charlene.nguyen@sonrisalud.com,21
968,Sara Stephens,Periodoncia,3664511484,sara.stephens@sonrisalud.com,5
969,Brian Hicks,Periodoncia,3533078039,brian.hicks@sonrisalud.com,7
970,Luis Frederick,Odontologia General,3617669448,luis.frederick@sonrisalud.com,17
971,Scott Lee,Odontologia General,3988033619,scott.lee@sonrisalud.com,26
972,Joshua Galvan,Endodoncia,3242233175,joshua.galvan@sonrisalud.com,3
973,Ronald Jones,Endodoncia,3236989786,ronald.jones@sonrisalud.com,30
974,Joshua Hill,Odontologia General,3336381160,joshua.hill@sonrisalud.com,22
975,Mary Morris,Ortodoncia,3972202032,mary.morris@sonrisalud.com,30
976,Brooke Cummings,Odontologia General,3246910204,brooke.cummings@sonrisalud.com,28
977,Mr. William Gray,Ortodoncia,3184399135,mr..william.gray@sonrisalud.com,20
978,Gary Humphrey,Ortodoncia,3968814983,gary.humphrey@sonrisalud.com,14
979,Edward Smith,Periodoncia,3768786214,edward.smith@sonrisalud.com,6
980,Ryan Scott,Odontologia General,3944180429,ryan.scott@sonrisalud.com,30
981,Casey Lewis,Periodoncia,3946467158,casey.lewis@sonrisalud.com,9
982,Zachary Herman,Ortodoncia,3112642804,zachary.herman@sonrisalud.com,30
983,Jason Sullivan,Odontologia General,3311266030,jason.sullivan@sonrisalud.com,31
984,Shane Thomas,Periodoncia,3405561494,shane.thomas@sonrisalud.com,17
985,Emily Powers,Ortodoncia,3743746395,emily.powers@sonrisalud.com,24
986,Derek Nguyen,Odontologia General,3401332557,derek.nguyen@sonrisalud.com,29
987,Cynthia Wagner,Odontologia General,3837527846,cynthia.wagner@sonrisalud.com,5
988,Mrs. Courtney Roberts DDS,Odontologia General,3675312632,mrs..courtney.roberts.dds@sonrisalud.com,7
989,Erik Merritt,Odontologia General,393308116,erik.merritt@sonrisalud.com,6
990,Joshua Carter,Odontologia General,362611160,joshua.carter@sonrisalud.com,1
991,Amy Atkins,Ortodoncia,3875120305,amy.atkins@sonrisalud.com,13
992,Nancy King,Odontologia General,3536105875,nancy.king@sonrisalud.com,3
993,Lauren Hansen,Endodoncia,3685579576,lauren.hansen@sonrisalud.com,30
994,Edward Stuart,Periodoncia,3671922994,edward.stuart@sonrisalud.com,6
995,Joseph Johnson,Endodoncia,3105737022,joseph.johnson@sonrisalud.com,22
996,Darryl Scott,Periodoncia,3808767456,darryl.scott@sonrisalud.com,23
997,Philip Burke,Ortodoncia,3152764070,philip.burke@sonrisalud.com,31
998,Brandon Mendez,Endodoncia,3621804516,brandon.mendez@sonrisalud.com,16
999,Stacy Wright,Endodoncia,3342035778,stacy.wright@sonrisalud.com,25
1000,Douglas Chandler,Endodoncia,3683207381,douglas.chandler@sonrisalud.com,21
